Shipment_ID,Date,Origin_Port,Destination_Port,Carrier,Weather_En_Route,Container_Weight_Tons,Port_Congestion_Index,Route_Distance_NM,Is_Delayed,Delay_Days
SHP-12086,2025-10-24,Shanghai,Los Angeles,Evergreen,Rain,14.4,0.43,9611,0,0
SHP-12087,2025-06-04,Singapore,Los Angeles,Hapag-Lloyd,Rain,15.87,0.74,11021,0,0
SHP-12088,2025-12-02,Singapore,Dubai,Maersk,Typhoon,11.45,0.59,3428,1,2
SHP-12089,2025-12-17,Rotterdam,Los Angeles,Hapag-Lloyd,Clear,22.62,0.97,11172,1,8
SHP-12090,2025-11-21,Hamburg,Singapore,COSCO,Rain,17.07,0.74,6288,0,0
SHP-12091,2025-09-21,Hamburg,Rotterdam,Hapag-Lloyd,Clear,10.87,0.18,11825,0,0
SHP-12092,2025-07-16,Dubai,Hamburg,COSCO,Rain,12.09,0.41,3383,0,0
SHP-12093,2025-09-29,Los Angeles,Dubai,Evergreen,Clear,10.81,0.92,6217,0,0
SHP-12094,2025-12-27,Dubai,Rotterdam,Evergreen,Storm,11.07,0.92,11079,1,14
SHP-12095,2025-12-04,Dubai,Singapore,MSC,Clear,25.85,0.16,3395,0,0
SHP-12096,2025-06-15,Hamburg,Rotterdam,Hapag-Lloyd,Clear,22.0,0.56,3506,0,0
SHP-12097,2025-08-26,Los Angeles,Singapore,Hapag-Lloyd,Storm,10.04,0.44,6953,1,14
SHP-12098,2025-01-09,Dubai,Shanghai,MSC,Fog,19.56,0.87,3430,1,6
SHP-12099,2025-10-16,Singapore,Shanghai,COSCO,Clear,10.7,0.56,5796,0,0
SHP-12100,2025-05-09,Hamburg,Dubai,COSCO,Storm,21.45,0.53,9734,1,13
SHP-12101,2025-07-12,Los Angeles,Singapore,Maersk,Storm,18.45,0.8,5893,1,5
SHP-12102,2025-12-22,Hamburg,Dubai,COSCO,Clear,24.92,0.13,7352,0,0
SHP-12103,2025-08-12,Hamburg,Singapore,Evergreen,Clear,29.15,0.76,4811,0,0
SHP-12104,2025-07-27,Hamburg,Rotterdam,Maersk,Clear,16.55,0.65,3694,0,0
SHP-12105,2025-09-21,Singapore,Los Angeles,COSCO,Typhoon,21.9,0.88,5092,1,13
SHP-12106,2025-12-16,Shanghai,Hamburg,MSC,Clear,19.99,0.93,11669,0,0
SHP-12107,2025-09-16,Hamburg,Singapore,MSC,Rain,24.33,0.19,5924,0,0
SHP-12108,2025-02-06,Los Angeles,Shanghai,COSCO,Clear,22.66,0.97,7713,0,0
SHP-12109,2025-06-24,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,20.67,0.8,7318,1,3
SHP-12110,2025-05-06,Los Angeles,Rotterdam,COSCO,Clear,13.8,0.47,4065,0,0
SHP-12111,2025-03-10,Hamburg,Shanghai,MSC,Fog,24.48,0.31,10411,0,0
SHP-12112,2025-12-20,Rotterdam,Singapore,MSC,Typhoon,29.68,0.17,7376,1,2
SHP-12113,2025-08-06,Shanghai,Hamburg,COSCO,Clear,27.99,0.37,5521,0,0
SHP-12114,2025-06-28,Dubai,Hamburg,Evergreen,Clear,19.08,0.62,8980,0,0
SHP-12115,2025-12-04,Hamburg,Los Angeles,Evergreen,Clear,29.03,0.78,9733,1,7
SHP-12116,2025-03-15,Shanghai,Rotterdam,Maersk,Storm,24.94,0.52,8054,0,0
SHP-12117,2025-08-24,Singapore,Rotterdam,Evergreen,Clear,23.47,0.73,3103,0,0
SHP-12118,2025-11-19,Shanghai,Hamburg,Maersk,Typhoon,14.14,0.63,10873,1,7
SHP-12119,2025-03-02,Los Angeles,Rotterdam,COSCO,Clear,18.14,0.94,6777,0,0
SHP-12120,2025-03-25,Rotterdam,Dubai,Evergreen,Clear,22.55,0.83,10896,0,0
SHP-12121,2025-08-04,Shanghai,Hamburg,Maersk,Clear,26.98,0.8,5324,0,0
SHP-12122,2025-07-11,Dubai,Shanghai,Hapag-Lloyd,Rain,14.2,0.82,5758,1,12
SHP-12123,2025-01-07,Singapore,Rotterdam,Maersk,Clear,14.0,0.32,3741,0,0
SHP-12124,2025-03-12,Singapore,Hamburg,Maersk,Storm,18.74,0.47,10144,1,13
SHP-12125,2025-06-10,Hamburg,Dubai,Maersk,Clear,11.48,0.21,5627,0,0
SHP-12126,2025-03-20,Hamburg,Dubai,Evergreen,Rain,13.05,0.46,9580,0,0
SHP-12127,2025-05-14,Los Angeles,Shanghai,COSCO,Clear,11.07,0.57,10249,0,0
SHP-12128,2025-11-25,Hamburg,Rotterdam,Evergreen,Clear,16.58,0.8,4845,0,0
SHP-12129,2025-06-05,Rotterdam,Singapore,COSCO,Clear,19.93,0.69,9045,0,0
SHP-12130,2025-06-12,Los Angeles,Shanghai,MSC,Storm,28.78,0.51,8821,0,0
SHP-12131,2025-06-28,Shanghai,Los Angeles,MSC,Clear,22.58,0.42,11901,0,0
SHP-12132,2025-10-11,Hamburg,Los Angeles,Hapag-Lloyd,Clear,18.88,0.8,5517,1,12
SHP-12133,2025-07-15,Rotterdam,Los Angeles,MSC,Rain,17.76,0.8,3267,1,5
SHP-12134,2025-08-17,Hamburg,Shanghai,Maersk,Clear,19.46,0.38,8062,0,0
SHP-12135,2025-04-08,Los Angeles,Hamburg,Maersk,Fog,19.71,0.37,5657,0,0
SHP-12136,2025-12-05,Shanghai,Dubai,Evergreen,Storm,11.55,0.47,6355,1,7
SHP-12137,2025-08-26,Dubai,Rotterdam,Maersk,Rain,27.77,0.78,5539,0,0
SHP-12138,2025-03-13,Dubai,Shanghai,Evergreen,Storm,12.06,0.96,4472,0,0
SHP-12139,2025-07-11,Hamburg,Los Angeles,Maersk,Clear,15.77,0.96,3066,0,0
SHP-12140,2025-04-03,Rotterdam,Hamburg,Evergreen,Clear,13.49,0.39,6371,0,0
SHP-12141,2025-03-02,Rotterdam,Singapore,Hapag-Lloyd,Clear,26.43,0.11,3340,0,0
SHP-12142,2025-09-07,Rotterdam,Singapore,Maersk,Rain,16.48,0.34,6019,0,0
SHP-12143,2025-08-13,Los Angeles,Singapore,MSC,Clear,26.85,0.68,7556,0,0
SHP-12144,2025-07-28,Los Angeles,Rotterdam,Maersk,Clear,10.64,0.17,4536,0,0
SHP-12145,2025-11-22,Hamburg,Shanghai,MSC,Clear,22.58,0.8,5416,0,0
SHP-12146,2025-07-25,Los Angeles,Hamburg,MSC,Clear,20.58,0.98,3101,0,0
SHP-12147,2025-12-31,Los Angeles,Shanghai,Evergreen,Rain,17.05,0.57,11813,0,0
SHP-12148,2025-01-03,Los Angeles,Shanghai,COSCO,Clear,18.54,0.69,5730,0,0
SHP-12149,2025-12-19,Shanghai,Dubai,COSCO,Rain,15.63,0.14,10286,0,0
SHP-12150,2025-12-12,Rotterdam,Singapore,Maersk,Rain,10.48,0.11,8930,0,0
SHP-12151,2025-02-22,Hamburg,Rotterdam,MSC,Clear,25.65,0.78,5922,0,0
SHP-12152,2025-09-04,Hamburg,Singapore,Maersk,Typhoon,24.05,0.87,8584,1,10
SHP-12153,2025-09-08,Dubai,Rotterdam,Maersk,Clear,11.38,0.5,11549,0,0
SHP-12154,2025-12-11,Rotterdam,Shanghai,MSC,Rain,10.66,0.11,6206,0,0
SHP-12155,2025-01-10,Rotterdam,Los Angeles,MSC,Clear,24.34,0.19,3810,0,0
SHP-12156,2025-10-06,Dubai,Rotterdam,Maersk,Clear,18.08,0.56,4501,0,0
SHP-12157,2025-04-11,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,13.44,0.69,10832,0,0
SHP-12158,2025-05-06,Shanghai,Hamburg,MSC,Rain,27.48,0.9,8099,0,0
SHP-12159,2025-07-12,Rotterdam,Hamburg,Hapag-Lloyd,Clear,23.79,0.28,11583,1,13
SHP-12160,2025-01-23,Rotterdam,Hamburg,MSC,Clear,26.28,0.12,3396,0,0
SHP-12161,2025-02-06,Dubai,Los Angeles,Maersk,Clear,22.78,0.87,4017,0,0
SHP-12162,2025-04-20,Dubai,Los Angeles,COSCO,Fog,29.39,0.16,7965,0,0
SHP-12163,2025-08-08,Los Angeles,Hamburg,MSC,Rain,20.55,0.6,9436,0,0
SHP-12164,2025-01-02,Los Angeles,Rotterdam,MSC,Clear,28.88,0.64,3327,0,0
SHP-12165,2025-02-27,Los Angeles,Hamburg,Hapag-Lloyd,Clear,16.01,0.41,4808,0,0
SHP-12166,2025-07-20,Hamburg,Singapore,Evergreen,Clear,20.26,0.88,5178,0,0
SHP-12167,2025-06-13,Dubai,Rotterdam,Evergreen,Clear,18.6,0.67,10883,0,0
SHP-12168,2025-11-17,Dubai,Shanghai,COSCO,Clear,15.6,0.88,11429,0,0
SHP-12169,2025-03-06,Dubai,Rotterdam,Hapag-Lloyd,Storm,27.97,0.68,12000,0,0
SHP-12170,2025-03-18,Dubai,Rotterdam,MSC,Rain,27.26,0.49,6774,0,0
SHP-12171,2025-03-16,Los Angeles,Rotterdam,COSCO,Clear,19.91,0.43,9860,0,0
SHP-12172,2025-07-17,Los Angeles,Dubai,Maersk,Clear,15.33,0.43,3889,0,0
SHP-12173,2025-04-22,Hamburg,Dubai,Evergreen,Rain,12.27,0.63,9489,0,0
SHP-12174,2025-09-27,Dubai,Hamburg,COSCO,Clear,23.53,0.38,11986,0,0
SHP-12175,2025-02-14,Shanghai,Dubai,Maersk,Clear,12.55,0.28,9852,0,0
SHP-12176,2025-12-21,Hamburg,Shanghai,Maersk,Rain,16.66,0.96,6460,0,0
SHP-12177,2025-07-30,Hamburg,Singapore,MSC,Clear,19.04,0.86,9877,1,12
SHP-12178,2025-05-28,Hamburg,Dubai,MSC,Clear,28.3,0.15,6210,0,0
SHP-12179,2025-11-08,Rotterdam,Shanghai,MSC,Fog,28.06,0.15,8372,0,0
SHP-12180,2025-07-24,Los Angeles,Hamburg,COSCO,Storm,21.63,0.84,3929,1,3
SHP-12181,2025-08-15,Hamburg,Los Angeles,MSC,Clear,22.87,0.91,8480,0,0
SHP-12182,2025-05-25,Dubai,Los Angeles,Evergreen,Clear,22.95,0.87,5293,1,13
SHP-12183,2025-04-26,Hamburg,Dubai,Hapag-Lloyd,Clear,15.52,0.53,9781,1,7
SHP-12184,2025-05-19,Los Angeles,Singapore,Evergreen,Clear,10.98,0.6,7064,0,0
SHP-12185,2025-11-22,Rotterdam,Singapore,COSCO,Clear,11.99,0.9,4654,1,11
SHP-12186,2025-03-20,Los Angeles,Rotterdam,MSC,Clear,17.12,0.77,11105,1,14
SHP-12187,2025-08-06,Hamburg,Los Angeles,Evergreen,Clear,12.04,0.55,8563,0,0
SHP-12188,2025-04-22,Hamburg,Shanghai,MSC,Clear,27.53,0.95,10522,1,7
SHP-12189,2025-12-11,Rotterdam,Shanghai,Evergreen,Rain,13.85,0.93,6322,0,0
SHP-12190,2025-03-18,Shanghai,Singapore,Evergreen,Rain,11.33,0.29,9309,0,0
SHP-12191,2025-03-09,Rotterdam,Shanghai,MSC,Clear,16.99,0.17,10264,0,0
SHP-12192,2025-05-20,Dubai,Singapore,COSCO,Clear,11.14,0.28,8148,0,0
SHP-12193,2025-12-05,Rotterdam,Los Angeles,COSCO,Storm,23.9,0.62,4887,0,0
SHP-12194,2025-05-07,Hamburg,Singapore,Evergreen,Clear,12.78,0.44,11414,0,0
SHP-12195,2025-10-04,Shanghai,Rotterdam,Hapag-Lloyd,Clear,19.37,0.73,10491,0,0
SHP-12196,2025-05-18,Dubai,Hamburg,Hapag-Lloyd,Clear,19.61,0.19,11306,0,0
SHP-12197,2025-11-07,Rotterdam,Singapore,Maersk,Clear,27.72,0.98,7998,0,0
SHP-12198,2025-05-29,Singapore,Dubai,MSC,Clear,19.31,0.2,11091,0,0
SHP-12199,2025-02-02,Hamburg,Dubai,MSC,Clear,26.99,0.64,11774,0,0
SHP-12200,2025-04-07,Hamburg,Dubai,Maersk,Storm,21.58,0.93,11333,1,10
SHP-12201,2025-01-27,Rotterdam,Dubai,MSC,Rain,15.16,0.31,6611,0,0
SHP-12202,2025-06-11,Shanghai,Dubai,Maersk,Storm,22.74,0.43,4390,0,0
SHP-12203,2025-02-27,Hamburg,Los Angeles,Maersk,Rain,24.81,0.78,4153,0,0
SHP-12204,2025-05-07,Singapore,Hamburg,Maersk,Storm,26.03,0.83,11834,1,3
SHP-12205,2025-09-08,Dubai,Shanghai,MSC,Clear,11.3,0.44,5616,0,0
SHP-12206,2025-12-28,Singapore,Hamburg,Maersk,Clear,10.35,0.2,6589,0,0
SHP-12207,2025-01-19,Rotterdam,Shanghai,Evergreen,Clear,12.81,0.72,7843,0,0
SHP-12208,2025-08-12,Singapore,Dubai,COSCO,Clear,10.34,0.84,5696,1,5
SHP-12209,2025-06-22,Singapore,Los Angeles,COSCO,Storm,27.93,0.74,10019,0,0
SHP-12210,2025-12-19,Rotterdam,Singapore,MSC,Rain,18.6,0.71,11643,0,0
SHP-12211,2025-11-07,Singapore,Dubai,MSC,Clear,20.0,0.28,11635,0,0
SHP-12212,2025-11-09,Rotterdam,Dubai,MSC,Clear,20.42,0.21,6345,0,0
SHP-12213,2025-08-31,Los Angeles,Dubai,MSC,Rain,28.55,0.28,9127,0,0
SHP-12214,2025-07-08,Singapore,Los Angeles,Evergreen,Clear,11.62,0.77,4419,0,0
SHP-12215,2025-08-14,Singapore,Dubai,Evergreen,Rain,16.65,0.71,8901,0,0
SHP-12216,2025-06-08,Dubai,Hamburg,Evergreen,Clear,15.32,0.71,8097,0,0
SHP-12217,2025-01-04,Hamburg,Rotterdam,Evergreen,Clear,29.37,0.74,11229,0,0
SHP-12218,2025-12-18,Los Angeles,Rotterdam,MSC,Clear,26.28,0.34,4665,0,0
SHP-12219,2025-10-09,Hamburg,Singapore,COSCO,Clear,11.46,0.8,8727,0,0
SHP-12220,2025-03-14,Hamburg,Shanghai,MSC,Clear,17.65,0.19,8766,0,0
SHP-12221,2025-07-06,Rotterdam,Hamburg,Evergreen,Clear,24.43,0.21,6170,0,0
SHP-12222,2025-10-20,Los Angeles,Shanghai,Maersk,Rain,11.27,0.49,3323,0,0
SHP-12223,2025-01-12,Rotterdam,Dubai,Evergreen,Rain,15.98,0.65,8965,0,0
SHP-12224,2025-04-23,Dubai,Singapore,MSC,Clear,13.77,0.56,7208,0,0
SHP-12225,2025-06-28,Hamburg,Rotterdam,Maersk,Clear,16.89,0.4,5604,0,0
SHP-12226,2025-11-11,Dubai,Los Angeles,Hapag-Lloyd,Clear,17.77,0.92,5776,1,9
SHP-12227,2025-07-15,Rotterdam,Dubai,MSC,Clear,20.23,0.42,7468,1,11
SHP-12228,2025-09-17,Hamburg,Rotterdam,COSCO,Clear,12.43,0.47,11658,0,0
SHP-12229,2025-01-21,Singapore,Shanghai,Evergreen,Storm,26.82,0.61,11503,0,0
SHP-12230,2025-09-26,Los Angeles,Hamburg,Hapag-Lloyd,Fog,11.92,0.43,5929,0,0
SHP-12231,2025-05-18,Rotterdam,Shanghai,Maersk,Storm,12.89,0.83,4191,1,7
SHP-12232,2025-12-23,Rotterdam,Hamburg,COSCO,Clear,18.84,0.48,6597,0,0
SHP-12233,2025-04-26,Dubai,Hamburg,Evergreen,Clear,21.55,0.84,7424,0,0
SHP-12234,2025-07-09,Rotterdam,Shanghai,MSC,Clear,25.06,0.19,11371,0,0
SHP-12235,2025-04-25,Dubai,Singapore,Maersk,Clear,11.51,0.93,11769,0,0
SHP-12236,2025-03-24,Dubai,Los Angeles,Maersk,Clear,25.47,0.36,4495,0,0
SHP-12237,2025-07-06,Rotterdam,Singapore,Maersk,Typhoon,24.61,0.41,8961,0,0
SHP-12238,2025-05-19,Singapore,Rotterdam,Evergreen,Clear,14.94,0.78,11136,0,0
SHP-12239,2025-07-05,Shanghai,Los Angeles,MSC,Clear,22.99,0.59,5808,0,0
SHP-12240,2025-01-26,Hamburg,Los Angeles,Maersk,Clear,21.9,0.59,10874,0,0
SHP-12241,2025-09-02,Rotterdam,Los Angeles,Hapag-Lloyd,Clear,23.69,0.34,7852,0,0
SHP-12242,2025-09-17,Shanghai,Dubai,Evergreen,Clear,22.49,0.6,10722,1,6
SHP-12243,2025-09-17,Singapore,Rotterdam,Evergreen,Clear,16.79,0.58,5294,0,0
SHP-12244,2025-02-28,Shanghai,Los Angeles,COSCO,Clear,26.34,0.54,10184,0,0
SHP-12245,2025-06-04,Hamburg,Singapore,Hapag-Lloyd,Storm,29.77,0.32,4198,1,13
SHP-12246,2025-08-09,Los Angeles,Dubai,Hapag-Lloyd,Rain,10.96,0.81,11011,1,6
SHP-12247,2025-03-04,Shanghai,Hamburg,Hapag-Lloyd,Fog,12.71,0.72,7017,0,0
SHP-12248,2025-08-15,Singapore,Los Angeles,Hapag-Lloyd,Clear,29.44,0.86,7796,1,12
SHP-12249,2025-07-31,Shanghai,Rotterdam,MSC,Clear,26.41,0.22,3781,0,0
SHP-12250,2025-07-30,Los Angeles,Shanghai,MSC,Rain,15.11,0.43,3488,0,0
SHP-12251,2025-08-23,Dubai,Los Angeles,Evergreen,Fog,25.16,0.87,3811,0,0
SHP-12252,2025-12-09,Singapore,Shanghai,COSCO,Clear,11.13,0.53,10180,0,0
SHP-12253,2025-09-19,Rotterdam,Los Angeles,MSC,Clear,12.6,0.78,8990,0,0
SHP-12254,2025-10-23,Shanghai,Hamburg,MSC,Clear,24.01,0.57,4453,0,0
SHP-12255,2025-01-11,Shanghai,Singapore,Evergreen,Clear,27.8,0.88,4764,0,0
SHP-12256,2025-12-26,Rotterdam,Los Angeles,Evergreen,Fog,24.59,0.69,11948,0,0
SHP-12257,2025-03-12,Shanghai,Singapore,Maersk,Storm,29.43,0.46,3329,0,0
SHP-12258,2025-11-28,Singapore,Shanghai,Maersk,Clear,13.76,0.11,11825,1,7
SHP-12259,2025-05-03,Hamburg,Los Angeles,Maersk,Clear,19.41,0.51,10453,0,0
SHP-12260,2025-11-05,Dubai,Shanghai,COSCO,Clear,26.97,0.92,8406,0,0
SHP-12261,2025-01-10,Singapore,Rotterdam,Maersk,Clear,28.61,0.17,9761,0,0
SHP-12262,2025-06-17,Hamburg,Dubai,COSCO,Clear,27.01,0.88,10537,0,0
SHP-12263,2025-07-27,Los Angeles,Singapore,Evergreen,Typhoon,25.57,0.87,5085,0,0
SHP-12264,2025-09-28,Dubai,Singapore,Maersk,Typhoon,27.77,0.84,10649,0,0
SHP-12265,2025-11-24,Hamburg,Shanghai,Maersk,Clear,24.13,0.25,11225,0,0
SHP-12266,2025-04-29,Singapore,Hamburg,MSC,Clear,20.18,0.19,7936,0,0
SHP-12267,2025-06-09,Hamburg,Rotterdam,COSCO,Clear,15.23,0.65,4250,0,0
SHP-12268,2025-07-08,Hamburg,Shanghai,Hapag-Lloyd,Clear,25.96,0.74,9627,0,0
SHP-12269,2025-03-08,Singapore,Hamburg,Hapag-Lloyd,Rain,17.04,0.94,4688,0,0
SHP-12270,2025-06-20,Dubai,Shanghai,Evergreen,Storm,23.14,0.26,8547,1,5
SHP-12271,2025-12-28,Shanghai,Dubai,Hapag-Lloyd,Clear,19.33,0.37,8914,0,0
SHP-12272,2025-09-13,Singapore,Dubai,Maersk,Fog,16.0,0.47,10827,0,0
SHP-12273,2025-08-28,Dubai,Shanghai,COSCO,Rain,24.86,0.5,11321,0,0
SHP-12274,2025-10-16,Shanghai,Singapore,Hapag-Lloyd,Clear,28.23,0.99,8555,0,0
SHP-12275,2025-08-25,Shanghai,Hamburg,Maersk,Typhoon,21.94,0.95,9433,1,8
SHP-12276,2025-01-13,Los Angeles,Hamburg,Maersk,Clear,29.2,0.69,10109,0,0
SHP-12277,2025-01-09,Singapore,Shanghai,MSC,Clear,12.8,0.5,3706,0,0
SHP-12278,2025-01-27,Hamburg,Singapore,Evergreen,Clear,24.53,0.93,10318,0,0
SHP-12279,2025-04-13,Rotterdam,Hamburg,Evergreen,Rain,23.41,0.44,3288,0,0
SHP-12280,2025-10-29,Singapore,Rotterdam,Evergreen,Clear,24.65,0.97,3182,0,0
SHP-12281,2025-07-20,Singapore,Dubai,COSCO,Typhoon,21.59,0.42,9615,0,0
SHP-12282,2025-01-18,Shanghai,Rotterdam,MSC,Clear,29.26,0.51,8972,0,0
SHP-12283,2025-07-28,Shanghai,Rotterdam,Maersk,Clear,12.6,0.27,5021,0,0
SHP-12284,2025-09-11,Los Angeles,Rotterdam,Evergreen,Clear,23.52,0.83,10874,1,8
SHP-12285,2025-11-03,Rotterdam,Los Angeles,Maersk,Clear,18.26,0.42,3258,0,0
SHP-12286,2025-04-27,Dubai,Los Angeles,MSC,Rain,17.99,0.2,5605,0,0
SHP-12287,2025-08-20,Hamburg,Los Angeles,Evergreen,Rain,11.32,0.51,9268,0,0
SHP-12288,2025-01-07,Rotterdam,Dubai,MSC,Clear,10.49,0.99,5529,0,0
SHP-12289,2025-05-21,Los Angeles,Rotterdam,COSCO,Rain,11.54,0.33,3814,0,0
SHP-12290,2025-07-21,Dubai,Rotterdam,Maersk,Fog,26.4,0.88,3715,0,0
SHP-12291,2025-03-24,Rotterdam,Singapore,Maersk,Clear,27.18,0.27,9696,1,2
SHP-12292,2025-12-21,Rotterdam,Los Angeles,Hapag-Lloyd,Rain,26.76,0.7,9793,0,0
SHP-12293,2025-09-12,Shanghai,Hamburg,COSCO,Storm,24.1,0.3,3443,0,0
SHP-12294,2025-09-14,Los Angeles,Shanghai,Hapag-Lloyd,Clear,17.6,0.5,4557,1,9
SHP-12295,2025-12-22,Shanghai,Dubai,Hapag-Lloyd,Clear,22.86,0.15,10179,0,0
SHP-12296,2025-09-30,Hamburg,Shanghai,Evergreen,Rain,10.35,0.54,8288,1,14
SHP-12297,2025-08-08,Rotterdam,Hamburg,COSCO,Clear,14.63,0.71,11967,0,0
SHP-12298,2025-06-13,Los Angeles,Hamburg,Evergreen,Clear,29.44,0.37,4938,0,0
SHP-12299,2025-07-03,Shanghai,Rotterdam,MSC,Clear,14.91,0.54,6275,0,0
SHP-12300,2025-09-01,Shanghai,Rotterdam,Hapag-Lloyd,Rain,26.03,0.89,8307,0,0
SHP-12301,2025-01-22,Singapore,Los Angeles,MSC,Clear,23.97,0.58,7347,0,0
SHP-12302,2025-07-28,Shanghai,Singapore,Hapag-Lloyd,Clear,27.7,0.62,8064,0,0
SHP-12303,2025-02-24,Singapore,Los Angeles,Maersk,Clear,19.2,0.87,6119,0,0
SHP-12304,2025-03-12,Dubai,Singapore,COSCO,Storm,17.93,0.64,5696,0,0
SHP-12305,2025-12-24,Singapore,Dubai,COSCO,Storm,24.23,0.95,9487,1,7
SHP-12306,2025-08-03,Singapore,Los Angeles,MSC,Clear,14.91,0.37,7307,0,0
SHP-12307,2025-07-24,Los Angeles,Shanghai,Maersk,Clear,21.67,0.7,5621,0,0
SHP-12308,2025-05-29,Hamburg,Singapore,Hapag-Lloyd,Storm,20.36,0.25,5875,1,10
SHP-12309,2025-12-17,Rotterdam,Hamburg,Evergreen,Clear,29.39,0.41,11417,0,0
SHP-12310,2025-11-22,Singapore,Los Angeles,MSC,Typhoon,12.9,0.85,10595,0,0
SHP-12311,2025-05-21,Dubai,Singapore,Maersk,Clear,27.12,0.22,6547,0,0
SHP-12312,2025-06-21,Dubai,Singapore,Hapag-Lloyd,Clear,28.24,0.65,7945,0,0
SHP-12313,2025-07-12,Dubai,Singapore,MSC,Clear,14.44,0.27,10890,0,0
SHP-12314,2025-08-28,Shanghai,Dubai,Maersk,Storm,19.2,0.83,6776,0,0
SHP-12315,2025-04-20,Los Angeles,Hamburg,MSC,Clear,17.93,0.41,11244,1,14
SHP-12316,2025-01-16,Singapore,Hamburg,COSCO,Clear,18.02,0.14,3311,0,0
SHP-12317,2025-03-21,Shanghai,Singapore,Evergreen,Storm,28.28,0.88,3770,1,8
SHP-12318,2025-01-24,Hamburg,Rotterdam,MSC,Typhoon,20.59,0.53,6590,0,0
SHP-12319,2025-12-30,Hamburg,Shanghai,MSC,Clear,23.33,0.68,8646,0,0
SHP-12320,2025-06-29,Singapore,Dubai,Maersk,Storm,17.05,0.35,4708,1,6
SHP-12321,2025-06-25,Rotterdam,Dubai,Maersk,Clear,26.9,0.21,10454,0,0
SHP-12322,2025-08-22,Dubai,Rotterdam,Maersk,Rain,20.3,0.65,5601,1,6
SHP-12323,2025-12-27,Los Angeles,Shanghai,MSC,Storm,12.59,0.59,4215,1,10
SHP-12324,2025-11-18,Shanghai,Dubai,MSC,Rain,10.27,0.35,3311,0,0
SHP-12325,2025-11-03,Singapore,Los Angeles,COSCO,Rain,11.23,0.2,3124,0,0
SHP-12326,2025-06-04,Shanghai,Singapore,MSC,Clear,22.73,0.34,9524,0,0
SHP-12327,2025-02-02,Rotterdam,Shanghai,COSCO,Clear,11.1,0.13,4550,0,0
SHP-12328,2025-09-15,Dubai,Hamburg,Hapag-Lloyd,Storm,28.03,0.57,9832,0,0
SHP-12329,2025-10-02,Shanghai,Rotterdam,MSC,Clear,28.72,0.48,6357,0,0
SHP-12330,2025-07-28,Rotterdam,Shanghai,COSCO,Clear,17.88,0.43,10792,0,0
SHP-12331,2025-05-19,Dubai,Singapore,MSC,Clear,26.22,0.66,4902,0,0
SHP-12332,2025-10-02,Shanghai,Singapore,Maersk,Clear,24.1,0.96,3547,1,10
SHP-12333,2025-09-23,Singapore,Shanghai,MSC,Rain,21.63,0.54,7573,0,0
SHP-12334,2025-03-17,Dubai,Los Angeles,Maersk,Clear,21.0,0.58,3116,0,0
SHP-12335,2025-06-23,Singapore,Dubai,Maersk,Rain,18.23,0.19,4555,0,0
SHP-12336,2025-01-19,Los Angeles,Dubai,Maersk,Rain,22.26,1.0,6260,0,0
SHP-12337,2025-07-07,Los Angeles,Rotterdam,Evergreen,Clear,11.54,0.57,8791,0,0
SHP-12338,2025-02-27,Dubai,Shanghai,Hapag-Lloyd,Clear,22.22,0.66,8600,0,0
SHP-12339,2025-12-06,Dubai,Los Angeles,COSCO,Fog,12.28,0.12,6786,1,5
SHP-12340,2025-06-03,Rotterdam,Hamburg,Evergreen,Rain,12.7,0.42,10853,0,0
SHP-12341,2025-12-17,Shanghai,Singapore,COSCO,Rain,27.43,0.89,9933,1,3
SHP-12342,2025-06-16,Dubai,Shanghai,Evergreen,Clear,12.77,0.21,11752,0,0
SHP-12343,2025-01-23,Los Angeles,Singapore,COSCO,Clear,21.15,0.4,5585,0,0
SHP-12344,2025-02-01,Los Angeles,Singapore,Hapag-Lloyd,Clear,20.78,0.66,10624,0,0
SHP-12345,2025-12-13,Hamburg,Singapore,Hapag-Lloyd,Clear,22.0,0.67,3548,1,6
SHP-12346,2025-03-31,Dubai,Los Angeles,MSC,Clear,29.4,0.99,9445,0,0
SHP-12347,2025-07-25,Singapore,Hamburg,Maersk,Rain,24.9,0.59,11282,0,0
SHP-12348,2025-07-08,Rotterdam,Dubai,COSCO,Clear,25.91,0.27,11461,0,0
SHP-12349,2025-07-06,Dubai,Hamburg,Maersk,Clear,21.82,0.37,3604,0,0
SHP-12350,2025-07-09,Shanghai,Singapore,Maersk,Clear,29.43,0.82,9595,1,11
SHP-12351,2025-04-30,Shanghai,Los Angeles,Maersk,Clear,14.61,0.84,4522,0,0
SHP-12352,2025-02-04,Hamburg,Dubai,Maersk,Rain,18.68,0.79,7195,0,0
SHP-12353,2025-03-09,Hamburg,Dubai,COSCO,Storm,22.94,0.32,3874,1,3
SHP-12354,2025-05-11,Shanghai,Singapore,Hapag-Lloyd,Clear,29.24,0.89,5656,0,0
SHP-12355,2025-12-22,Los Angeles,Shanghai,Hapag-Lloyd,Rain,24.97,0.4,6831,0,0
SHP-12356,2025-09-08,Singapore,Los Angeles,Maersk,Rain,21.45,0.45,7943,0,0
SHP-12357,2025-10-08,Dubai,Singapore,Hapag-Lloyd,Clear,12.39,0.7,6623,0,0
SHP-12358,2025-01-28,Los Angeles,Singapore,Maersk,Clear,22.87,0.52,5656,0,0
